logFC_RCCD1OE.CONTROL	padj_RCCD1OE.CONTROL
PLEKHG4B	0.910842617219268	6.59063143810231e-07
CMTM7	-0.560723451706144	3.75953989267852e-05
LURAP1L	0.827003588116073	2.32087499613921e-08
CNKSR3	0.52945486758381	0.00125867893816173
KCNJ16	1.40984781462059	7.95874336018325e-17
FBXO36	-0.662796658650379	0.000949911059938421
KCTD15	-0.727775495063755	5.11843814596806e-06
DGKE	0.675584017802793	6.32340162811519e-06
HS3ST3A1	-1.3126276090839	1.1087444752526e-14
SEMA3D	0.627823334951184	2.54765736681238e-05
CABYR	0.948273180389345	3.63355686834599e-09
ANKRD29	0.611009748626667	0.00182856379210376
C16orf74	-1.66398145629671	4.34206323922179e-05
ANKH	-0.602866078485153	1.33544065095612e-06
UBASH3B	-1.09152433099551	2.12621729269511e-19
ROBO3	0.684124266636079	0.000124022995328336
FAM134B	-0.69755892020752	2.14271963800149e-05
ABI3BP	-1.01106363163057	8.04889074782601e-09
ANGPT1	0.684508862894811	0.000479490146647028
LRRK1	0.606747810624457	0.000367507139613832
ABCA10	-1.21457319671125	5.9322349764586e-06
DISP1	0.633067651380777	5.02334273067682e-05
TNIK	0.848308319970517	1.90459434621762e-13
ENAH	-0.609673199725967	2.19613799440691e-09
SH3RF1	-0.54020440741893	1.3224330196552e-05
GBP5	0.873944863883965	1.00266308709689e-09
SRSF12	-1.67323368188634	1.4935154242892e-08
PDLIM3	-1.08065904350593	2.83173530205225e-12
SORBS2	0.602352440006554	0.00160204047189391
JAM2	0.92198789470719	6.88436301812324e-09
ADAMTS1	0.810896484001777	1.05654205154217e-14
ADAMTS5	0.591138682933086	5.49592432283438e-09
SLFN13	0.721993577005435	0.000390446928094017
WNT7A	0.588568316562606	0.000434612086604905
FLCN	0.580479985332818	3.6420260955881e-06
USP43	-0.624975789704616	0.000134637766094043
EME1	0.519529775384919	0.0119175152409016
ACSS1	0.782831081182992	4.12182171007884e-08
PROM2	0.659025985406595	0.000702973092788849
KLF10	-0.528732983827194	1.48292618757948e-06
PTPRN2	-3.96273171612684	0.0494324833346341
GRAMD3	-0.847799602547752	3.58926008087349e-15
NIFK	-0.61581301570375	1.84970947426676e-07
PIK3AP1	0.879255648920115	3.46499141108239e-10
TTN	0.560804683516563	0.0360124205488458
PDIA4	0.622853136712759	9.43087073395572e-10
SPAG17	0.864573930382095	6.77751231101292e-08
SLC26A2	-0.809292093296053	3.23220801014901e-15
LSM11	-0.503563087400014	0.000639544307000582
KIF5A	0.59518503571501	0.00199529706762232
C9orf41	-0.647976431152255	5.32638187683468e-07
CFAP70	0.694297452776285	0.0341593701704073
WHAMM	0.542454734766459	4.64083989476126e-05
TSPAN7	-1.11131164343234	9.96747230269799e-05
SFXN2	0.658991926041569	7.9990347884679e-05
GDF6	-1.20055289666746	2.50923034305606e-24
PPP2R2B	-1.28916381442101	1.61858089158152e-13
EEF1A1	-0.686448547750552	1.16700943368256e-17
FBXO43	1.40931847478367	0.000252995227385829
TYSND1	0.610906592999024	0.000951379669108573
WDYHV1	-0.668173139540491	5.80993269201685e-05
FBXO32	-0.511568717980234	2.57330940312385e-05
ADGRG4	1.84473724784666	4.8319057280049e-11
SST	-2.52554362600807	5.03084080821979e-107
NMNAT2	-0.638101914941275	3.55475380843074e-05
SSBP3	-0.798850053053412	1.83820050675185e-11
FZD1	-0.743502371413935	3.60019357925859e-06
KIT	1.2554339115444	1.77506311551299e-13
KCNJ6	-1.21409475994686	0.000108802933828695
ERG	-0.995850899656121	0.0101080903124403
ETS2	-0.585906622516779	3.1353831060871e-06
TSPAN18	0.862676047341035	2.83049833097384e-10
LCA5L	-0.704310006575231	0.036845107860841
MX1	1.09129746520816	9.92014713999034e-30
CREB3L1	-0.729861507388147	9.08989580289437e-10
PALM2.AKAP2	-1.08626457735726	2.54675314758805e-06
ZNF618	0.553093935817632	4.290659035562e-06
UBN2	0.582489201265419	1.3224330196552e-05
SLC34A2	3.50674461873059	2.85847573133728e-19
TNFRSF14	0.662857181952294	0.00154012114951906
MRAS	-0.831115936444245	1.52364359508791e-14
ESYT3	-0.617984365895618	0.00188027162750789
CLSTN2	-0.797509062366483	6.01282989641014e-14
COLEC12	1.29560180211568	3.27566997957423e-05
RNF207	0.790953308437949	2.39065042748375e-10
GPR153	-1.44952769477543	8.09242277268853e-11
GPRASP2	-0.773747917047137	1.64372640354639e-05
AUTS2	0.934917332984707	1.64951252739878e-06
HIST1H2BD	1.20061982840708	3.81457541794188e-12
HIST1H4H	0.994823301315373	0.0187287614469809
DYNC1I1	-1.07893663292923	3.75757131450604e-09
DUSP23	-0.644762654510464	0.000230257506724313
SPATA2L	-0.978436840460249	2.44037266164557e-08
NPM2	2.97792616263885	7.10508979631409e-15
FGF17	4.03466646232172	0.0386450556809315
IFNGR2	-0.639414727485422	1.63926813546378e-07
STC1	-0.97298345008233	1.17065113027272e-14
CSRP1	-0.671232372100912	2.57302017345201e-11
CIART	0.529604008553033	0.000593522235298579
CCDC24	0.830373271022641	6.12592926169087e-05
ACTC1	-2.8639640561451	2.06199464782113e-31
M1AP	3.77542605400865	5.74651962074474e-99
BTG2	1.14746675361454	1.7144745055487e-22
CCDC17	1.14333906043666	0.0499111503192619
CHCHD6	-0.502527116577728	0.00184573397349243
RLTPR	-1.79610053323305	1.89841550238632e-08
FAM131B	-1.59705800171391	5.6933575432797e-33
NPR2	1.2109272092477	4.1731844825165e-07
ARHGAP35	0.52213167379705	1.64951252739878e-06
ZBTB8A	-0.640973031428455	1.19589260691729e-06
ANKLE1	1.39986253565522	0.00120306513680083
LRRC3	-0.575738928411486	0.000106364085480851
VAV2	-0.569564315455832	1.21589688093983e-07
C21orf58	1.08093829181289	4.69705534443913e-07
CACFD1	-0.550130036509685	0.00148537694878329
SPTBN4	0.639142182429032	0.00755092372096341
PCSK7	-0.53859692019703	6.24585439576124e-07
IL6R	-2.0223637936714	0.000192268238259084
PAQR6	0.72946684493105	0.000225193495308861
LY6E	0.589539746320645	3.23064211764335e-08
COL26A1	-1.10325897223233	6.07886806892926e-07
FOXH1	4.34744870682234	0.00936106227388065
C5orf45	0.743551087355417	3.37354494021329e-09
FBXO27	0.820178544917608	0.0158918588600235
BDH1	0.963247926405739	3.38840336541908e-05
DBF4B	1.025104934497	7.42487874381673e-12
FMNL3	-0.507824027433609	0.000178882932224605
TNFSF13	1.11849300837917	3.96896946257157e-09
FGF11	-1.11764503077974	2.60175059450605e-15
RPL26	-0.712539341346507	6.90239090719794e-13
TBC1D24	0.525883551768558	0.00150327690740448
PAQR4	-1.01775191470875	8.3345090293396e-14
FLYWCH2	-0.513113163050154	0.0023983888117021
LBHD1	0.741279043720505	5.13590524773613e-05
NXF1	0.647316942963899	1.17309945251812e-08
SLC25A45	0.577043102999765	0.0278682253624427
PPAP2B	0.574393965133224	3.45525119904668e-06
SLC25A34	1.39995148420404	7.37503570851387e-11
DRAXIN	-2.22275323186688	2.60363202084291e-27
SYNC	-0.551142709975615	3.05309041374184e-07
TSSK3	1.5759390405682	5.92812357884819e-11
CAMK2N1	-0.547071078634067	4.33522978673448e-06
WNT4	-1.25051367686245	0.000841847850852139
MEGF6	-0.768462379727174	3.45935874127696e-07
GBP4	0.696505706720002	1.19334983575186e-09
GFI1	0.807489416516431	0.00690146259109493
KCNT2	0.576084312118649	0.00377715606353687
ZNF281	-0.961910755455243	7.00031034795617e-18
TRIM58	0.500232406804049	9.23949687722288e-06
VANGL2	0.697706314212985	1.68617523353556e-09
SLC9C2	1.43055325054752	2.36628762194383e-08
DENND2D	1.14421977885948	6.3529842003171e-18
SNED1	-0.506963733221143	0.0396160471423071
ACP6	0.521396608396923	7.89562076979936e-05
KLHDC8A	-1.8117690181002	0.000537647481362343
PKDCC	-0.966397959619192	0.0149844303273338
IL24	-0.615800280837334	0.0232999531830373
PQLC3	-0.675741925103255	7.74295456211206e-06
SPATA18	0.563403979215559	0.000471819289601358
INHBB	-0.786353654129211	1.26469574250125e-10
PDLIM5	-0.849106730242745	3.21356910101745e-17
NEURL3	1.92092829634136	9.62726622834224e-14
CTSS	0.612161423831864	1.01396235526171e-06
BNIPL	1.84935441684583	0.0290174135724086
TGFA	-0.533268371309083	5.11843814596806e-06
LINC01116	-1.09669435838368	0.00122386390240062
IGFN1	1.03844600406517	7.19960876360905e-25
LMOD1	-1.2466690441303	5.23270507238519e-18
ELF3	1.16978176204753	4.74344850512093e-14
TRIM46	0.668636808859544	1.48212025187129e-05
STK36	0.504208459119793	0.000126835400124971
ANKZF1	0.734960096040425	5.06898038747911e-08
IFI16	0.662723929018631	1.69183053280172e-10
PPM1K	1.42638389950268	3.32076064149188e-26
RPL9	-0.586697419458133	1.48070061310883e-08
LRRC2	1.24451225703748	4.50336915688383e-11
DTX3L	0.864817699270109	2.69540363213112e-17
LIPH	1.47733040067338	0.0439522568977592
SFMBT1	-0.530027796229088	0.00084187110424068
UVSSA	0.526065161746557	0.00205139568029044
MFI2	1.0522568721226	1.22594433251743e-14
ZNF589	0.591065093801868	0.00019373433687242
SPRY1	-0.617847715576268	0.00107684037171118
BSN	-0.722998309740506	0.000240849031803244
HSPA4L	0.819811271820727	7.40954482556252e-11
PRSS12	0.639875309295077	2.92567097184437e-08
FAM198B	-0.730398525284352	1.72567196266943e-11
NPY1R	1.08522209903643	4.73325851013777e-14
NPY5R	4.16585767204774	0.0221911061595066
EDIL3	-0.719395684267686	1.68163672675491e-13
F2RL2	0.986357823613265	4.01336202682055e-15
ANKRD33B	0.538798090445351	0.000134610182544572
F2RL1	0.514990317257396	0.000220266943328344
WDR41	-0.556349793683211	6.14967120522146e-06
ESM1	-1.46944049501604	0.0214267398623255
SERINC5	-0.864749536024513	6.9973090644477e-11
EBF1	0.693855680797281	0.000492460784105513
UBLCP1	-0.583023079122761	1.02007639484258e-06
TLR3	0.537400675769401	5.83637654645181e-05
NSA2	-0.679075671255244	1.71701992848072e-10
UQCRQ	-0.521371207751958	1.54383367479898e-05
LEAP2	1.90372710219055	6.28324417316237e-07
CREBRF	0.604208367243928	8.43758014519965e-06
TMEM200A	-0.755819826852438	4.49364791444081e-10
IL31RA	1.44448494436392	0.000127737850374359
RPS14	-0.741391319426088	1.69841250778756e-13
CDCA7L	-0.761044939911905	8.05307874403933e-10
USP49	0.760216521849504	9.77265142443664e-08
ZNF704	-2.54096401273596	4.893093994139e-39
SHH	0.619157325487633	0.000134561579781333
FNDC1	-1.32229431485261	1.13242836891142e-07
DLC1	-0.521127940045467	1.19933961025776e-06
TNFRSF11B	-1.34555523260542	6.39994640545035e-12
CSMD3	2.72936727748823	1.49504170493738e-20
PHAX	-0.50447658334177	1.23715431953313e-05
OSR2	1.02321432005012	5.63190314681679e-07
SLC25A32	-0.532748175074442	0.000110979218354177
TP53INP1	0.585368944998065	1.02184585662703e-06
ZMAT4	1.21902031553342	3.0205219605036e-09
MAMDC2	0.774587251887612	1.84490825597677e-10
RASEF	0.608548676696895	3.07919630515103e-06
KIF27	0.558108646089815	0.00355698929939592
FBP1	2.73220634401621	0.0305218116578481
TMEM246	-0.6091939487376	0.0174188505202776
MID1IP1	0.661367112610305	2.67811129125445e-07
C9orf84	1.40158736552537	1.38967549989796e-16
AQP3	-2.06397780936539	3.69667475986355e-11
MELK	0.546089153320832	2.19086793373448e-05
OTUD1	-0.513816627934807	2.35079888426005e-05
DDX26B	0.817606880475948	3.70750989677565e-10
SLC16A9	-1.12665681647364	4.06369458636993e-12
GJB2	-0.66597482873107	4.06683051789072e-08
CRYL1	-1.00047188117061	1.64209288965462e-12
FAAH2	0.590981820151164	0.00170072783204882
TMEM52B	2.45834576282709	0.00963489620793301
STOX1	1.01568694109891	3.2641268449715e-07
STK32C	-0.608191449937515	0.00268517944755903
ZNF219	0.738423043641184	2.69625946545771e-05
UBTD1	-0.517696860962923	0.000182992096414414
E2F7	0.583879573998571	8.82320263922141e-06
OTOGL	1.03720318971656	3.37290415958841e-06
TC2N	-1.65984299872847	0.0109667088174088
AMOTL1	-0.583276256978253	2.92040706641135e-07
HTRA1	-0.897899476918885	8.10475808874761e-14
TCP11L2	0.568185459022704	0.00258413921509241
GPR176	-0.501810334863999	1.04953601589007e-05
GPT2	0.641026049859828	2.05915871374986e-06
SPINT1	0.701476731491786	2.02298968605185e-09
CKB	-0.803849525508454	0.0325878773077937
DPCD	-0.527840966135127	0.00114451258065891
SCN3B	0.757561619636061	0.0166021928689617
TMEM100	-4.23977086451947	0.0146605228001903
CYB5R2	0.626135044564842	0.00267136838701877
SERPINB8	-0.514992460647898	2.57288993845601e-06
TUB	-0.603055135482379	0.000646109317798972
TRIM66	0.669033881969053	0.000131316186429477
RPL27A	-0.602303550005251	3.00309330781394e-09
TMEM130	-0.576380006380536	0.0157243026523588
BEAN1	-1.19405473440495	3.40726706426068e-14
RRAD	-1.67134202184518	1.2292081576751e-30
ATF7IP2	-1.19695935645317	0.000187922710902385
MMP10	-1.70071460842425	6.60355398730004e-15
CATSPER2	1.03744051804894	0.00054798383108907
C16orf45	-0.877183279388053	1.72009166742025e-08
FAM111A	0.525618866240698	1.00356984959234e-05
ANPEP	1.21039609039973	0.00865297534710419
NAV2	0.507100532920093	3.10823162241014e-05
C18orf54	0.672425280055647	2.19467896156017e-05
PLK1	0.743533007817979	9.42879692085694e-10
NAB2	-1.13820087967164	5.35837444488181e-19
SCG5	-3.00802252416851	4.24825749419595e-66
GREM1	-1.93673410359528	1.86405879116324e-83
NYAP1	1.91857679862461	1.16660823503913e-15
TSC22D4	0.807352382534699	8.1850683391539e-11
MAP1A	-2.3034317373918	9.52916668880545e-38
RCCD1	1.98414650383533	2.81649349824773e-47
EVA1C	-0.525637277738813	0.0278004044147784
MBD6	0.854322952034263	2.98116381158748e-13
NKX3.1	-0.888927649314112	1.46873732823548e-12
SAMD14	1.37987470870945	3.45277825072246e-14
PRRX2	-0.814574292320749	0.000130662260449537
UGT1A6	-1.18557899841544	3.97377293088442e-11
NOD2	1.93198811620622	0.0171351555958251
IGF2	-1.3327278860494	0.0402232972119419
RBFOX3	5.43111037329177	2.46188561869558e-08
ENTHD2	0.536512642332767	0.00214122288982605
PRRT2	1.04361317245504	8.97387031040928e-06
IRGQ	0.678320675442199	1.19778227461147e-07
SGK494	1.52765045327814	3.74157385386956e-12
PROCA1	1.27011809754002	0.00311059290348629
RPL13	-0.62780617396704	1.10121057691472e-09
CORO6	1.59162623437978	0.0113494690430391
ZNF528	0.692077784336899	0.000336446015694253
NCKAP5L	0.739118659558199	2.62473607072336e-09
NFKBID	1.06541211693044	9.93498844444357e-11
TTYH1	1.84911720402273	0.0310095130944246
LENG8	0.585479094511415	5.91564610399406e-08
EEF2	-0.529090779613564	3.80431280500606e-08
SLC43A2	-0.975886412812519	5.68363226828931e-06
KLK5	-1.15853600817388	5.19817176800379e-19
KLK6	-1.40581500391444	3.64152696532937e-24
ANGPTL4	-2.49527476178395	0.000155733105863841
EVPL	2.50550917372559	1.78117593769732e-24
SOST	-1.39714241330855	7.2931635992449e-19
VWCE	0.840364152477873	0.00192306188252661
FTH1	-0.68609775512041	4.2237802644006e-18
BSCL2	0.706932973228032	0.0303792524514807
C2CD3	0.552692398505808	2.41394486966855e-05
TRANK1	1.15388558166618	1.09115833214951e-26
TTC21A	0.589809778886643	0.0123551768753778
BATF2	2.0065700068001	8.31419013102762e-21
CCDC88B	0.813391486726111	9.13972180389236e-06
KCNJ4	0.896998906595762	0.0373237383772911
FAM83B	1.10698640361477	3.94655980029894e-05
DDIT4	0.64742251089706	1.50284119709915e-07
XIRP1	-5.520011054915	2.66382822817129e-09
MFSD2A	-0.559077226472901	2.18145960266569e-05
MLKL	0.644710836129384	1.17519625604345e-06
RAB31	-0.958241794558283	3.52882714565219e-16
ATXN2L	0.584393852939339	1.09848260379438e-07
MTCL1	0.551598943929518	1.98600730732836e-06
HEXIM2	0.733286457714426	0.00338768963149249
GFRA2	1.03072033347767	5.18195564295464e-09
SLC20A2	-1.03963307255877	1.80388257210673e-20
GDNF	1.05754135927576	7.11544992767629e-05
FAM84B	0.751467870125088	1.35941028476586e-12
KCTD19	4.28835559435117	0.0124052826940065
LRP1B	-0.980772165087639	2.42148661142946e-05
FSTL5	1.27513017807086	7.93801838763859e-08
ATOH8	1.27045716683049	6.54180809562413e-17
SLC35G2	-0.54665622223742	0.000247743272578803
INPP5D	0.903900615847769	1.53827055965056e-08
STXBP6	-1.38288501673482	0.0011982089886294
LGALS9	1.62761401477985	2.69339922615264e-34
JMJD7.PLA2G4B	0.720240997767656	0.000171429376027459
PXDC1	-0.756409698354499	7.33357754681629e-10
FEM1B	-0.825806017752798	1.80078838218009e-15
KLK7	-3.65292576010997	1.01836996768878e-67
C8orf46	0.593738138366186	0.0203512245378902
ASMTL	-0.6813690577962	1.29993000228017e-05
SLC25A6	-0.636346868241455	8.1084750461168e-10
AFAP1L2	-0.589446356789585	1.13439973473997e-05
NSMCE1	-0.623447591559524	5.63820776632849e-06
RP11.231C14.4	0.546002052107148	0.00103520613856558
RGS14	-0.904375888778119	1.27180180220587e-08
CXCL10	1.5412802592029	3.32824622891341e-13
CXCL11	2.25338154681457	1.49590079087368e-28
ADRB2	0.900735034693261	5.54648175748947e-09
NPR1	-1.01732142084036	6.37588334679265e-05
CXCL8	-1.65632493254277	6.95969892778319e-58
SCN9A	-0.656382780571025	8.24061221085953e-05
MUC15	1.293067795183	6.42431210773147e-14
HINT1	-0.52083983595413	1.46571118024243e-06
ANTXR1	-0.556933043586353	1.65144839323763e-07
MT1E	-1.11388442448544	1.44360999459068e-21
RAC3	1.93811751660914	1.05114711728616e-13
LIMS1	-0.523961133325205	4.12412772250705e-07
ITGAM	0.550389787993756	0.019012269990888
OTUD3	0.850887750762208	1.43906769099032e-08
KLF13	-1.01157603910162	7.31478350895968e-21
IFFO2	-0.605429478067766	7.5745313292047e-09
TMEM154	0.586469046932757	0.000454919288518796
KCNAB3	0.928172148081924	0.0206584662349449
SIMC1	-0.572274084626919	1.35636485253454e-05
CCDC144A	0.740542148565252	1.03271019315864e-05
FABP4	-4.45562546977959	0.00417401789583755
PRDM10	0.734494915860092	2.75760547976985e-07
FOS	-2.59126861418747	3.97213816712979e-05
EMX2	-0.843198901272476	6.07855962196072e-06
DCLK2	-1.79207817621159	8.70339965639787e-48
KRT8	-0.797976440770262	2.99162258004265e-17
METTL7B	-2.12971474180058	0.000565949638555322
KRT86	-1.48804612863422	0.0273676901102286
CD14	2.16483016655663	0.000497771733789526
LONRF2	-1.3220050341234	2.49365668050372e-17
COX7B2	4.17207905875859	0.0217964462179324
PFKFB3	-0.516323823511243	3.45913989518887e-05
TMC7	-1.16771524422373	5.95277517391034e-11
SMAGP	-0.571857363829375	0.000241014841867805
STAT2	0.725143739929243	1.82619399665624e-12
RASA4B	-0.963922299718339	0.000106116062267705
SOCS6	-0.516169663874312	6.80242108087201e-05
MURC	0.518402221899152	0.0146532135914027
HOXB9	0.743470365869037	1.08309258193009e-09
KCNS3	-0.524416190339409	0.000166474811343313
CDCA4	-0.611795349884636	1.10235410933078e-05
CEL	0.752795814023274	0.0130781810990678
PPM1D	0.617315924820419	2.96144642351954e-06
MTSS1	0.528711079541736	0.00351045701633437
CYTL1	1.35085628307712	0.0042042488173187
PAQR8	-0.624684003549284	0.000503081400891805
HAS2	2.01674936182954	4.72228974332776e-07
S1PR1	1.02172165035388	4.31657269504552e-18
PYGO1	0.53159778529316	5.88108853602239e-06
FPR1	-1.35365550379473	8.38157832775587e-10
INSR	-0.568888524247614	0.000677101728969036
ZNF692	1.04831903741381	5.06353569304383e-14
GRIK1	1.27245377162777	9.8937512733978e-07
JUNB	-1.08314243614086	8.27677509096369e-15
NPTX1	-3.56391699650284	3.07082645413472e-05
KCNK3	-1.26284318539597	3.00896895103361e-24
CHST11	-0.977145911598392	9.71951498377209e-17
KRT19	-0.501266579862371	2.50493844466678e-07
LURAP1	-1.50215495431102	3.12988917213183e-07
TPPP	-1.03947631879754	0.0185185130850952
PDE7B	0.695023728988888	0.000114401859313173
KSR2	0.78592338069557	2.57988907108596e-06
TBCA	-0.543497434120829	8.21578128766806e-07
CXXC5	-0.872568116218572	6.40143830168721e-16
P2RY6	-0.527757666676697	0.000347445770356599
ZIK1	0.590040257797076	0.0350727645912074
GPR34	-1.20986741211845	0.0358794530909237
FBXL14	0.597059688624027	0.00681928925796497
MLLT3	0.807786848776738	4.10116165393389e-06
ADRA1D	-2.71335735039161	3.36830226732596e-15
CYP4F11	-0.723080942617477	5.6121096873302e-05
FBXW10	1.3747416207172	0.00113974458631976
SCG2	-0.758380537605463	0.000487295607505345
MAL	1.26495178427397	2.64020368691056e-34
ISG20	0.813077691108241	5.06975567190589e-09
MBOAT1	1.53622808262564	4.72560439588083e-30
CEBPB	-1.11353936751792	4.63862663395655e-15
CLEC7A	4.67966309140581	0.000797518196300941
ALG14	-0.89061322996851	4.01795572153624e-09
STARD5	0.567086983094764	0.00167059200955061
IL16	4.07310799653117	0.0342064202464123
FAM195A	0.532458192591308	0.00788200410738676
MYEOV2	-0.509723385802602	0.0021923401988344
GTPBP2	0.50322696205591	1.00850836880688e-05
FGGY	-0.805123891813208	5.9703787926679e-05
BANP	0.962245310262139	9.09956380603623e-09
NIPAL4	-2.39681459943151	2.81824815985914e-33
RAD9A	0.755836605862022	2.32042843118417e-06
AGAP5	0.95813534149034	2.74829862568032e-08
LRRC20	0.514808458934944	0.00160334076359846
NAA16	0.522621381350366	0.00109801459298047
HOXC5	0.827627762106783	0.00256950320367064
MYEOV	-0.55933492692416	0.00819305282106781
PHF8	0.583543033027656	6.99198534119831e-08
EVC2	1.69534846041156	1.00591246792305e-06
BNC2	0.502269573140694	1.36987841304363e-05
RAPH1	-1.01951401864337	2.03914523779953e-22
PARP14	0.801106156581462	7.3366640787545e-16
AHSA2	0.808049154636091	4.5606660130842e-10
SYT12	-2.01201753264357	0.0172891777275132
DMRT2	0.927271684211616	1.0542553798971e-05
PPP1R3B	-0.677281995749853	1.60703590611659e-10
TRIB1	-0.698770392863885	5.71938676084327e-06
SAA1	0.618646054332084	0.0152347371204082
THAP2	0.606555199682054	0.000506159261379484
MST1	1.69950062838978	3.85739027273549e-20
GMPPB	0.567860778506533	6.37175033930447e-06
CSPG4	0.664701908630796	0.0487102437695958
LRFN4	-0.601693555882239	0.000602087468503303
ADGRG2	-1.63425059226659	2.69677003262228e-25
SUSD5	-0.758785658695876	4.0528966005584e-08
RNF213	0.604227273044609	6.84422974670827e-09
X10.Mar	1.33495931259446	2.58318905839178e-14
NET1	-0.636889312891668	2.86557913766075e-09
PHOSPHO1	-2.3284725543163	2.37698347303803e-37
CEP19	0.710127592274846	0.000195980442794787
CD34	0.626285492452617	2.38327513542937e-10
CTSF	-0.832786220638697	1.22080325222462e-12
MSRB3	-0.507065669527325	7.18512612487606e-06
TLR6	0.967565616079348	1.89279289587023e-10
FAM174A	-0.661321592984807	1.24526391066272e-05
RGMB	-0.592778053203604	8.14167555370757e-06
SELP	5.493258087068	6.34834010939948e-09
SLC16A13	0.719467499923343	5.17478027715966e-05
C11orf45	1.57016439238744	0.00228621772654166
ANKRD36C	0.611021795013746	0.00042582290627257
SLC26A9	1.21801490604586	0.0250954707322415
IL20RB	1.0305391392655	0.0100826003744892
SLCO2A1	-2.48679001494565	1.69228103164023e-19
SLC29A2	1.86994901567821	3.19552939075175e-14
KIAA1551	0.933159554032827	1.41668611068223e-16
C4orf32	-0.513259384646412	0.000553659778024487
PDZK1	-0.900679035357538	2.43137297352408e-05
ADGRE1	2.65257738270789	0.0017853988163512
DDIT3	0.837853423474321	2.73784056425344e-09
GOLGA8A	0.588962494994322	1.09804152753925e-06
TP53I11	-1.50680961802559	1.03695024929598e-05
CCNE2	-0.920996954133106	7.79305817921662e-10
SCUBE2	-1.17393357791297	1.90281530089895e-05
CLTB	-0.550665242182927	2.5132623431279e-06
LPL	-1.71801981656774	0.0248376488151038
PNLIP	2.2161422696337	0.000300263179389829
P2RY2	-0.67662916102719	7.32398228541732e-07
FOSL1	-1.01369501365797	2.10587740510557e-22
CCDC85B	-0.955580130343908	1.07973586123031e-09
NR2F1	-1.18727683695185	5.98519151719929e-15
C15orf54	-0.628341977770654	0.00378772069024346
BAIAP2	-0.64688315146698	2.759359477215e-07
CREG2	-1.36704685126492	1.20816917782216e-07
DENND2C	-0.990691842845266	6.18661294226937e-09
TUBB6	-0.74761420558603	8.58082818746973e-14
NUPR1	-1.18272377834634	1.63107320149924e-09
MBLAC2	-0.628619680688422	0.00011569525429649
DLEU1	0.702346399623517	2.81067433211057e-05
CCDC57	0.545660303272152	4.51600094158511e-05
SPHK1	-1.26103347585418	7.68373153563216e-30
MYPOP	0.51762100428585	0.00927159781214173
LRRTM4	4.27984578385666	0.0141740536661594
ACBD7	0.756428013742575	0.000552813820130308
SLC35G1	0.547430734761845	1.51827568103056e-05
B3GNT4	0.68576596678904	0.00473203796016379
DMRTA1	1.23451329845809	2.22184185880838e-17
RIMS2	0.66400202488858	0.0139593792854532
DIRAS1	-3.0771299352582	2.71298016680496e-36
PHLDB3	1.0393454532311	0.000273531132650102
GNG7	-2.21897569060976	3.29007234503781e-16
KBTBD11	-0.818850422047026	5.93191633809395e-10
RNF152	-0.758254330353266	2.45842965688933e-06
LRRC37A	0.661362321711932	0.0002634935149512
FOXC2	-0.664378523253038	1.7292455895964e-06
BOK	-0.505955145460284	8.22627372425087e-06
NCKAP5	0.58140835329454	0.000228394713192753
METRNL	-1.1327295357533	1.13013412748389e-15
PXMP2	-0.52858599852645	0.00143988795278563
PNMA1	-0.536300117450363	5.53957643003417e-06
C8orf4	-0.893052255265708	5.40512399901308e-07
EFCAB5	1.21265011201721	1.39232671954593e-08
MUC20	1.13720662666438	8.41578046811383e-08
TMEM80	0.556475853845091	0.000497166157828236
SIX5	0.554559289392625	0.0011288860797029
SCN4B	1.96899628415571	0.00397440917619861
DSCAML1	0.586864651199555	0.00140370847715615
OR2T33	1.06548912518538	0.0187698686601483
FBXO39	3.03395685558414	7.95278870232296e-11
SAMD9L	0.965258622716429	1.26069321992111e-21
PAWR	-0.701590871565481	7.21432002229822e-12
ZBED2	0.623782325279178	2.96562468290121e-06
IRX3	-2.02874403717574	0.0464326851693263
PIDD1	0.883827406865544	1.37446360058104e-06
ZNF491	1.07625936539432	0.000792633136288813
PGBD5	-3.19378532471719	3.84474726871791e-20
CD163L1	1.23789619741901	0.000150505600618541
SRRM3	-3.28495876109423	2.35501828586273e-44
NAALADL2	-0.643064482454939	0.000150505600618541
SOX12	0.858901004558687	8.36468891149275e-10
MYOZ1	-2.60608749966721	0.00576746885657501
PCDHB9	-0.597932894792216	0.00146099790380621
MAMDC4	1.35257380261126	6.19650370392863e-13
CENPBD1	0.535491400061231	0.00185340667941027
ADAMTSL1	1.17370901657439	5.21383611726786e-09
ALS2CL	0.597122357843787	1.04907032261549e-07
MLF1	-0.685106116640833	3.72324609374292e-06
ZNF114	1.81557859457336	2.00778707479486e-26
ZNF518B	3.82427343343682	1.45197064221656e-07
VN1R1	1.33324442849142	0.0191779825127624
DTX3	0.635967940144898	4.75979730187089e-05
CSRNP3	0.717814358096305	0.0031162787392297
PARP10	0.757004041263288	8.56900623006701e-11
THBD	-1.8697885172634	0.00152451522926509
FAM132B	0.652764568951309	0.0310706562585619
ZHX2	0.82597245322045	7.95236223756445e-14
TRIM73	0.856404897270835	8.78788940846409e-06
MSC	-2.26171637210058	3.39890769780451e-41
APOLD1	0.692519056316211	0.000126974357232056
FAM101A	-0.808017448035937	2.80828435988004e-10
ZNF852	0.516369991448165	0.0216471800105289
SNX18	-0.724004802064343	7.67336258129553e-10
FAM133A	2.22412519220999	3.50659332626648e-05
PER1	1.35342189392697	3.58837366424918e-14
